TRANSACTION_ID,DATE,DESCRIPTION,TRANSACTION_TYPE_ID,CATEGORY_ID,ACCOUNT_ID,VALUE
5071,11/05/1981,V891AESXQCLECD1UVXHU,6661,3135,8837,19752
5072,29/07/1985,CTBRDAGR6VXLU9T3N3UK,5298,7489,8218,18385
5073,30/09/1990,F3JMGO0C796DFC838XP3,3143,2727,1791,26025
5074,15/09/1998,BDAIEG7U1KDDDDJ2H8HF,5009,2976,7440,29853
5075,17/12/1982,A9HVQG12CS0JNHME0G79,3734,4889,5225,38226
5076,21/10/1983,IWN3EV7XXR469T4Z8KYH,2396,9266,6801,32345
5077,12/03/1995,4R9J8T4O53RMXWUPO7FH,7287,4881,5764,26062
5078,03/12/1993,FSYBMRL3CSO5T0DNNYQU,1069,2633,3991,39461
5079,26/08/1984,XMHSN8GYTGFDDNGQ9P9C,8806,2840,1457,45490
5080,09/11/1992,QDCS73HYF6NVC0JLOY6U,9910,4972,8571,45834
5081,17/11/1989,2XPA30EQFHX4S12JCPVZ,7034,3604,9784,38565
5082,23/05/1992,UR3T19O2EHCRIVI0XDYI,3838,3742,5208,11583
5083,23/03/1984,F69H8EWJJNG9Z88QVLV3,3603,2238,1424,45326
5084,16/04/1977,19KNTVHQVD46O4Y2PVXV,4750,5228,295,38780
5085,09/05/1984,OVIQ80OEA2ARVRPFIXPH,608,2909,6787,19797
5086,15/11/1998,QVDSG0AZSV663C5GQAWM,4230,9735,8580,23074
5087,01/02/1989,9830CXAFINJ4TL26LWZ9,3069,6290,5543,39757
5088,22/04/1991,QU6RYPXLV4T666PKSTBW,4196,9770,3169,9954
5089,01/03/1996,B1YSNCKIBCQS6UVCYD24,4009,9223,59,17295
5090,22/08/1979,O91EZH4DFRKRSMHW5FHX,2664,1914,1073,5442
5091,15/06/1984,3ZIJZZ3I6F9SPFC8WW2F,7127,5933,7745,23058
5092,06/12/1986,HJ8EA0SRT32NG2OUPUI1,6363,4585,3910,35533
5093,28/12/2000,MO75A4CTY7SPRFKNMIAV,9835,4857,2351,22828
5094,07/10/1990,GZXG0YZY0G1M5EB9ZT72,298,5872,9402,1025
5095,12/10/2002,VL7A7TBKNFZOKYO4J8W9,2890,9020,960,2939
5096,09/02/1982,BNX1RFY0FOZKA6HXRX7F,1154,8516,6551,43489
5097,03/07/1981,YMAYFHG301KQ6ZE8KNMO,6733,2925,6937,30489
5098,14/10/1994,BO0GQWW4XZI0G3GRM5FC,9656,2191,3486,9365
5099,19/01/2001,NNKA42FY0H6B6VP7WDE8,3096,9347,433,9018
5100,29/10/1992,GBZ9MQ9GKAOF3F3O2VW6,2275,6691,9431,23559
5101,27/06/1990,RXS2CHVWU69E4J6XF9X5,1522,3389,620,8721
5102,21/03/1989,CR28CT95CMYPAUGNZGWE,8125,9609,8116,23996
5103,29/09/1992,RCS80J2W9U1LJ397KHIS,7776,440,3216,12908
5104,17/08/1981,5YLCMP88NJSHC7U5WCUO,1669,4031,1249,27124
5105,20/11/1979,RJQ2NA73MH9SR057987K,4998,4815,4778,6984
5106,18/02/1978,MCU44E1A4FDETP1P9VZB,1387,1841,2155,29947
5107,01/12/1986,MEZFEN9AMHNYO287VKEB,1283,1594,3003,2497
5108,12/01/1985,JF861SUV6VY6TM15BDAI,7389,3563,3912,15750
5109,17/03/1993,CSSAYCKLDJI7OGI5GZ55,707,7634,2489,35390
5110,24/07/1999,HLAOX8MFGTYQU63A8Y2U,609,8485,113,7633
5111,30/09/1994,L2LLKZ3PJKAATSBF8X4Z,1703,6363,5381,26246
5112,14/06/1994,Y20FU6TBW0P33LK6IRD8,8785,204,508,31622
5113,02/03/2002,6LLD7H8C8NMQ9X2Z5QXZ,7531,1439,8410,24910
5114,21/04/1990,ATJJ63W4RFPOP2JKKACW,2632,4572,2320,21356
5115,03/04/1990,3NQMUQSRTB70R4UA35L8,5319,5390,8368,7703
5116,14/05/2003,OMW21DVPDQ9BATSSJJFJ,252,5872,5718,25211
5117,15/10/1991,8DTX7NXBNG7FY0QKFNBI,5826,6455,3089,47853
5118,03/12/1977,MYWFGSLHQDIDF9K3XPCX,7725,6174,1455,6092
5119,04/05/1998,PWU32KZBYK8APKO4HY0Z,7661,8649,6139,22882
5120,03/06/1999,PIMRCLAKWVFM3K13260Z,2185,7926,4325,35349
5121,19/01/1980,RM945E1S4XOOHI7MPAYW,4904,4167,476,26099
5122,07/06/1984,3XXNURN5Q2ZEMER4AYC3,2277,8778,1683,36387
5123,22/04/2003,E4K5M0ZNX4PCWAZ4E24B,346,7164,3501,19178
5124,05/05/1997,VX49CN2DQSZZS3XGURO1,4438,2858,322,3485
5125,01/12/1998,IZ2K4QNVNQ1W323ZB3SM,3713,6709,8264,39617
5126,04/03/1985,P9UZH08VZNOTMRQAIXPK,4852,2828,7864,21124
5127,30/02/1981,1PQIC5DI26NJK6VBO2L7,1343,7889,8400,21251
5128,10/12/1985,HG09ERGEJPHDZ9L3LE9L,2759,737,8199,45742
5129,19/12/2003,EL74AY1MEO01SPZ18IYZ,8796,4375,9106,1349
5130,06/04/1984,X8BKZ91K42NGBXQINZWW,903,6290,5740,47435
5131,13/01/1988,P2YYQ2CZFTQ2ZL8GE8S0,856,7537,9870,6218
5132,29/10/1991,LO40ED1J8GK9K2QLF1PI,9456,2332,438,28931
5133,28/06/1989,LVHH7IUI6HY6R1H7AORT,8623,2170,7843,23586
5134,01/12/1997,H24SCQAGJH60P2K4UKWO,4738,5521,7145,4958
5135,20/12/2001,TWJZJTFLMCDH1N87J6L0,2577,6405,7485,48768
5136,23/02/1981,UGT49J125B3BXS982T9W,1995,9103,7218,4992
5137,15/11/2003,X7UZ9XE90ESNY757237G,1270,2204,393,23829
5138,07/12/1980,W9OMRSN32MMXOWUEPL84,1265,318,31,27596
5139,22/04/1986,5CTUASJHEHWR2B0AYO5U,8095,7499,4079,39561
5140,03/01/1985,5PA71HUQALIXXTJHYL2J,3137,9841,7483,17769
5141,05/01/1993,HVWH4L0IKN9XM9O2JR64,5777,5855,9496,5200
5142,02/10/1989,FAOKL4FERS85C9THY411,2540,6208,5340,13260
5143,20/03/1984,5DXJ3KS3OOJ69ZE1HFM8,9710,5144,6476,13417
5144,14/05/2004,VLEER71L5IKLV5OK2P71,887,4141,7014,45917
5145,22/06/1999,RUB2YJ67PCLAM3VT0ADH,6554,2816,1668,25859
5146,22/03/1993,PPF0T6PGJUAXNYRBNOGS,4936,197,7437,1881
5147,06/02/1978,KK5HYA0Z3ABBWY4KNDK1,1010,6072,3608,38572
5148,26/06/1993,FPSZ2E0BTI267UGJV8V9,5990,4375,3964,46491
5149,14/02/2004,GVK5NW78IC5RPVPA6SF4,5102,9122,8036,20129
5150,10/04/1981,1YL0IKX40VSHEL0SPGTW,6177,6411,3671,17412
5151,16/03/1993,JY8OSEAERACRFSDHV432,5327,2022,8315,21212
5152,01/03/1989,LY14EGPWICQH57DY1AII,5577,5643,9655,32264
5153,23/04/1977,3RB0ACKR0SBQ569VCIWP,3042,506,7424,47396
5154,09/08/1977,3YJPXUB8G3AKNQLQL6S8,2062,7672,5307,6080
5155,29/05/1990,468YP32LJIM23NY0XNQM,6496,9244,2129,45911
5156,14/01/1988,FSC9LYED18V7FOXK1L5G,541,3022,7673,33070
5157,03/05/1988,2TBPWPF0EFJR6ASPMKRW,5932,4151,2210,43354
5158,17/12/1994,MU4SKHFCRIPGVZP5F1MP,9936,1445,3034,3659
5159,17/06/1995,9MEEVXLVK5YEUPU7XCZY,1207,2384,3856,14210
5160,22/03/1996,GMQJZZ5Z1JRLPPHQOCL4,1347,4287,7606,18812
5161,03/07/2000,IMPN40AK1UHL8ES4ZA9L,1853,1609,7775,8179
5162,21/09/1993,8AMCUL6NQ9IP29L5DG97,6577,4817,4932,17396
5163,30/08/1979,ZV4PLSAY3MASIV9BEJ9O,3771,850,829,4390
5164,08/08/1992,8859X7485BZ486Z60DHN,8698,905,5440,23830
5165,29/11/1980,S4IGJFH5COA6CUVTT58I,8750,725,2792,30338
5166,13/04/1985,T8S05EH8R2I1D12EW9C4,277,1479,3720,38872
5167,07/01/1996,UTFP6F2Y4JOX358Z1U25,5889,4381,2769,21194
5168,04/01/1980,3DWJPTC8602FPHSR1J24,7751,3545,6562,32438
5169,28/05/1987,H3FXR316T07JGTVYGX1E,4802,1690,418,16276
5170,28/06/1982,MGOUHA184VEHIZG042R8,4339,9051,7087,7005
5171,02/12/1994,JGSK3M3S4QGDNFVRKWTI,4647,1190,8483,17633
5172,18/03/1995,1SVYUIOQDGCNDKZSRHHO,9887,6117,9867,43390
5173,12/05/1978,HTOBOZ4YUHXM68XX47OJ,6813,7794,5735,33679
5174,12/04/2004,K7R8AOVFXDQJWRZL9DF5,4599,3410,4176,28575
5175,15/01/1981,I8OJRQ1ZZ2VJDA7PQP2Y,2044,2744,7880,47920
5176,24/12/1999,5D6EP47J15R0P58UVZ8C,9689,7050,8734,49235
5177,05/11/1996,UD4IQFDRF2TXENQK1KL9,3614,5370,173,33590
5178,14/07/1981,VAR4SK57D1ET9I9179CK,9168,9380,4700,38948
5179,25/02/1987,CL9DHI8FNX5E3RQ6S061,9786,5602,4125,13603
5180,08/12/1982,7NG6AR43LD7QZGW95J86,4302,5619,627,19854
5181,11/08/1994,6GU4EBNDRJ3WLXUNY8WH,5184,1913,3043,40021
5182,24/06/1996,D9YKPDKMZ0W5RRGMF8UA,7036,3121,3225,48361
5183,23/04/1993,UJQYDLHG5H9LP2WFWYJ7,519,5124,7542,48387
5184,17/08/2004,QQWTQBKP3085ROIUEQOS,940,483,3593,29747
5185,03/04/1996,6TBQVKPU7SBINFA2QX94,195,254,5533,11751
5186,06/03/1998,2D6S7TK7XHGEMCW2KE0S,5335,4569,6706,40534
5187,17/03/1989,RQW5GH1H92975HA259E2,7527,2850,8701,36020
5188,28/02/1979,7LES7J6F6U3TNZ5KYEXX,3397,9264,7166,44685
5189,10/08/1994,MSRK215OFKCMBIWH8UEH,6363,1788,9651,12989
5190,26/07/1981,VV50HMDVK2Z0SLVZ7E71,287,627,4502,1437
5191,03/08/1999,GJQFG8ZGKNQZI1P0R6P4,969,2628,7897,23745
5192,01/07/2002,8I1TS6W8KHPQ7O6XKOIB,6120,3213,7760,26446
5193,10/04/2002,C0T0E0QYEHNZ283676RT,740,3674,2212,49770
5194,27/04/2002,P4AZ8KMP955IACLTS8NV,8218,4835,6134,13337
5195,01/03/1991,8BOTO7IE7OB7YOB61TEH,6251,2418,2502,18179
5196,29/04/1990,7L23BDKCVIACJ76MKSUF,7012,7685,2903,20801
5197,04/10/2003,O653INNWDAECZX0LUR6Y,1784,4762,5768,23755
5198,27/02/1979,ZTKXDYEXR1CJF06RVL0Z,3521,3639,8991,25367
5199,14/05/1994,VX5GYOKDKJED8VSI9EUQ,7689,1278,8061,26126
5200,12/04/1981,4JDD5233FI4BGMYAH1EJ,6598,5606,3294,48354
5201,21/02/1994,NDR1XI4IPCTKMRZOEAZZ,1406,6622,4677,30595
5202,22/07/1981,MMU3IZX3E7GIA4CG5DYY,9836,7670,9270,7347
5203,06/11/1981,USQU8LWAZ6BL43RTIRSR,1511,177,2903,6111
5204,21/10/1985,5USWZ02AVYT51B4G1PEH,8731,9294,7057,24072
5205,14/10/1982,57ECQY1LV9LQILMBE8X3,2684,5014,8970,25763
5206,18/06/1999,ZJCRES63225XBXF7KYCB,27,8906,8489,13212
5207,26/11/1990,ZZIJKP4IGGEO7LB2X7XN,1265,1440,6405,18456
5208,05/08/1989,L4OSJCYI8IF3Y2NOIF09,1025,2452,6903,25963
5209,23/07/1978,34EDM05HKRIZDG7UQTJN,6199,9906,7645,11895
5210,01/04/1982,2VPNJ97OOWRX9OP9TJQ4,1304,4661,1956,27868
5211,22/08/1990,DJTRAK0E5OZGURAGLCDA,8118,9346,927,28106
5212,17/12/1982,JE9F4XEP6IKVTHO0Q0NZ,7524,1171,6255,19880
5213,23/09/2000,Q8CFQ21SOTELDN079TCD,4767,5436,5022,27686
5214,05/10/2003,H4L3IGVZ44AGI3VDRDBR,7785,8447,38,28511
5215,04/01/2000,9348CKSH9GWZ9634G3MT,3095,1576,36,11295
5216,25/07/1989,A46J1N4FN3THVE5ZT14C,9272,5734,4118,33710
5217,17/03/1988,TF9Q2CYPQIIR5DPM6R6E,6642,4947,7952,20017
5218,10/02/1993,HW80UVTL7HML34RLASZB,1761,2810,7381,37535
5219,07/01/1984,0XNKXOUTSAIN8CHSHUJI,9,786,9878,10774
5220,09/09/1992,IG89JZ2HIGIBJOMGE1HT,8864,441,4394,6716
5221,19/11/1991,KZ35Y3E756LVEW77A7FU,4302,7357,6942,41771
5222,15/11/1999,069CXNJJLLBTH1M0HEK9,4948,6101,9907,34723
5223,09/05/1987,Q00Q0CDSN6NMMB8SMQZZ,7421,5870,1110,45626
5224,27/11/1995,XJITHYF7CXCHMGYHJANB,4533,2763,1213,21772
5225,29/08/1996,8W4TTQWW2EP70T5SSBHH,2436,2508,2525,39457
5226,16/11/1982,RZPD7YK4G2J4AZOATETJ,5993,3567,3169,48122
5227,27/06/1996,WERRE04CJUK1PQ9U8WAE,3935,4737,4351,14311
5228,28/06/1993,SX9WLYMI08NEK2NVOQVJ,2635,600,7639,42370
5229,23/07/1981,7KV1QV2FY2KKLLHTWM72,2445,108,9204,4768
5230,06/06/1990,4JYYXIFCZVOSH81IY3YV,5602,2025,8811,42182
5231,25/06/1980,3YOSADVC7PB1RF4RGRSO,443,3928,4274,37441
5232,27/06/1984,J32VXQX4X4RC3387T65Q,7987,9807,5153,9186
5233,25/01/1987,1NZ3P5ALXRFN96DS5BVH,4772,857,6917,33801
5234,18/09/1994,EWX9SC74I9JAHEYLJKAN,1238,9455,9347,35392
5235,17/01/1978,Z93WEYMWVUC1I4JAK48Y,7311,4604,645,3135
5236,02/03/1986,TDQN6B0U7IROO4YF89HK,5019,9173,9883,11180
5237,12/07/1997,XNP5JWAG0FDNBFK386IK,1251,8335,5593,21158
5238,24/04/1983,F6N92HJ4HLKR74QW36IF,2358,2909,2561,44434
5239,28/04/1981,GVBXXETHLHZ4IEF155E7,5971,4340,8163,44781
5240,23/03/2000,MSQXN8CMMJSSJ8QCXIMT,5849,8521,492,11577
5241,11/09/1993,R9ZSCWICLNPN7ZSTV0CL,9500,2854,8986,45825
5242,30/03/1997,MZ2ZGWQKCOAQJEOKIJEY,5758,9618,325,28160
5243,11/11/1988,E7AEQDOR2S6NU4F6QE3X,8687,7870,5426,39640
5244,01/12/1987,E1GVZ7NKKI2VTQ24TXO0,5111,7954,742,16125
5245,30/09/1981,IOGBJN1DVA4T1HF2JQGI,8959,7822,3232,40682
5246,15/01/1982,EVMSXSF39X82MY7QAV7I,3488,2247,3075,10080
5247,17/01/1986,UUC3NXFOQWXTMBHLQWV6,2411,3180,1830,42350
5248,21/11/2001,HMFT12AONEEVM6M73WYY,1998,6844,2323,33345
5249,07/04/1988,DYL9L9C74BVGXEJ6T5FH,1987,4857,1777,39567
5250,01/03/1987,MV8L193D7LRKVNUG78UZ,2925,8590,4185,2557
5251,08/09/2002,A8CJBKPOI8ZT1XTWG8AZ,736,5675,9027,22163
5252,28/09/1993,2DB7ZLQIS54C0ZTQA4JZ,6338,8928,198,5590
5253,17/06/1991,3YHQ84I76OGTZWV976UB,2956,9822,7403,44307
5254,15/01/1993,VIYEHVCCR4KAO5R50P1X,8968,7272,7187,26367
5255,11/04/1978,ULTE2QPTK456O6XKIMJK,9991,194,5608,21015
5256,23/01/1986,0LTO16J9RY81IB3EED7L,1020,5690,4853,6924
5257,27/10/1987,62JPJVNE58T3SQ5HZFGF,6242,4153,1213,24705
5258,03/04/1994,CVFORXDZHYVCAMY1F1ZZ,5439,3301,2902,43609
5259,21/06/1984,BXPQT78I3HO52LK592Q6,3204,5496,9637,42331
5260,11/05/1983,YQID4FXH75J4JMLYAI5E,3142,7450,2132,6938
5261,07/10/2004,3RC0XIHYMZJNDQSTQ7CQ,1301,139,2116,32318
5262,28/02/1994,7JHI0NQO1P1UWC7OBO4N,1249,8794,3602,36313
5263,24/06/1991,BX8ZU1E3ZXAASOZE4CRB,5922,4505,4775,7911
5264,25/06/1998,6GHZTZEZ7LGXV8KTE8IH,5680,2554,3115,33421
5265,01/04/1986,DZCQV6D0LVC0UV1M5QJX,3856,4896,9294,45579
5266,10/04/2003,TOCZU850ANJYRN2E4JKI,9847,337,316,16906
5267,21/08/1991,GQL56SFZDC1DO6IPXPVW,772,7152,9868,4137
5268,16/06/1999,GNEJ3B1IPSUAK5S2UZ1I,865,1594,5051,32378
5269,13/01/1989,W3WPSEHUHAWL6HPQR9BQ,7348,6435,3792,31357
5270,29/10/1980,8LRJN80X9WALCOB21WTQ,4737,8523,529,41335
5271,05/02/1979,J5IVRARD1ARCBLV0RP62,7957,993,4539,43790
5272,20/03/1990,7VLQOGR44WYSA0MHNO7J,7312,2167,1288,4565
5273,16/03/1997,HYCU5LAIWBEUE8WQ3Y3P,9118,1608,984,48556
5274,22/11/2001,GU35NM6K0R9EHHQ0TH11,3432,8632,1345,5272
5275,03/05/2003,FRJXWY6IB5XG3EH2BVIL,6679,9242,5030,34716
5276,30/05/1984,Z80BIEIM02DVMZWMPMPL,3627,5116,7667,24932
5277,16/08/1991,TJUWAUD87XZ7JUYM7AK3,8068,8025,6983,41927
5278,28/08/1994,5EIF3J0IZF11ZSIS5MYS,8413,4500,2135,44636
5279,30/12/1995,6C29ZFY5SUJ5IBZKNOQ7,279,8029,7064,22535
5280,10/04/1985,VZY8NP850Y3DJFCPIQ06,8337,4678,5890,42637
5281,12/09/1993,DLKIJMJOPYTH32GOLKKL,2472,1569,8835,17830
5282,05/08/1987,C35R982TCH1AOUHUDERP,9263,630,1765,27141
5283,13/06/1996,O9R51UGNUAMWJ98P163J,5353,5903,9370,6256
5284,11/12/1995,UTUQDJ4A58DGJRNG0DVK,5755,4091,4836,21191
5285,15/02/1977,06QMF7RQ4OCU37O2OIS4,8216,2793,3327,15136
5286,14/06/2000,TVNH74T6AW967P8DALLP,9137,8292,1089,41051
5287,27/04/1978,96HHHX6BNKQ3C15GZ2XC,1406,4492,6554,8289
5288,13/11/2004,0JN4Z2PLUFUEC9YHO4I8,7068,7860,6151,26548
5289,20/07/2000,4W85JJE8SEXE46MFK8PU,7452,3833,7469,21034
5290,06/07/1991,0L2QBRG17VJYU3YSOB4F,9794,9524,5688,42139
5291,11/10/1980,7FPY5TJG0TUX2W2WGOIX,8681,9258,206,2389
5292,04/11/1993,776F02C5ILM8P1W0OH18,8114,895,9016,26693
5293,21/07/1994,G6W8JAH9E647527RDU5C,5011,3047,3696,9849
5294,03/03/2002,3T3AVTDP25WEMHMX4I05,6167,2368,781,28407
5295,09/08/1984,W61TP3B1XR4FGV0GM121,6772,4036,3219,15146
5296,14/03/2001,G0SEOKGL8JSICRTBZ1GK,198,7175,7360,4277
5297,13/11/1983,ZW1MB665INFVI37EHODZ,7513,2527,7420,22496
5298,22/09/2004,9U8VDT8RTV9RR718ZKQ6,1398,6734,5867,21133
5299,10/10/1983,DC7IY14QCNSIRPZ581TK,2508,7723,1875,18588
5300,11/07/1978,ZU9Q0VIR0TR85ZL325HP,8066,3218,5601,39628
5301,03/07/1987,26DK7C013Q8UZX8CC8WO,7813,4640,2730,46490
5302,16/04/2001,3LLME2GMLO3NV0486XBR,9173,58,7647,46661
5303,07/09/1980,C8PF7772RX8MHYH4B8DZ,2895,9925,7184,44460
5304,29/02/1981,LKGWQJO62MSCWQJECS9V,531,7762,3523,42443
5305,05/08/2003,H9ZRNZZAU1BCCUB9MN77,1837,1865,106,22539
5306,08/04/1985,AEULPRL0FZIX71O9JGRW,8696,1968,6725,46175
5307,21/10/1980,L1SCRACL6W6WVML8YUTQ,3155,7801,9726,42262
5308,07/11/1992,NLAZKZZAESMEUW1177GK,1586,4487,1031,36213
5309,22/06/1978,YXZT80QX9CTF2WFLSQVP,1504,7462,8963,16963
5310,17/11/1988,SGFL4YN9TF6T9SY0EOBO,3962,1650,6389,49399
5311,25/07/1980,82YYHWL27B0F0AC1EMVQ,9911,6800,1849,25523
5312,05/01/1979,O992EEDDQAZQ1NVDDYNM,3525,1857,2320,27882
5313,21/07/1996,G7IKJXL30PCFOJ17W10H,5813,2080,1634,47641
5314,28/04/2004,7REOG53CR6L6XUL0KZXW,8488,5280,3908,33120
5315,23/06/1997,RLZMRE4QQJRNPQAK5D4V,2422,3916,6190,42779
5316,04/07/2002,VRDGRKXER5V1F4R2USIZ,6217,3434,7570,48480
5317,11/06/1988,7I4VTMKVGXDDD5XI2B7P,8645,7429,3686,1268
5318,08/06/1990,PARUQ7VZ0SDJV0CMF1AT,3951,2713,4760,44401
5319,09/01/1988,O6UO155RXLN0RJOMYPY6,8214,2796,6029,48019
5320,10/05/1988,GCQJAEW1AHWD00I21273,7853,4258,8813,9020
5321,10/02/1989,YERRXS25Z1NWU9M0RRU0,6099,8685,2551,37731
5322,22/10/1983,1ORXFUCMN9G8711QYQW2,3293,7105,128,12680
5323,14/04/2002,BU5U91FL4GGTIENDYVM8,9294,5696,2162,32969
5324,12/09/1981,9NZ72HS59ZFMYSRIHK2G,9146,5980,7159,10589
5325,08/06/1977,84R1GUGJK6OAWBONK5WO,9829,9447,1189,35292
5326,12/10/2003,NKWLN1MWEOZFEYKRMGUP,4203,4363,6062,25694
5327,17/11/1978,PAZCHW9F1SADM09EFKU1,628,4164,6124,25091
5328,01/01/1979,FQFFJNSUUNO78S2KFDBC,1222,8160,2817,31947
5329,28/04/2002,X2HS0ZMYHNDUE39L7YCE,9564,3856,9726,32185
5330,30/05/1999,FYK8AM4NQ7XY1JONAVKT,1487,8564,2561,25654
5331,09/01/1989,ZTY0PLYFHNBTNZ6EWH3Y,2867,8386,5280,9776
5332,18/06/2000,Y9OI2H2IC9NYHIS8XMIV,4190,4174,1083,3847
5333,02/11/1978,3HDUEI54M435A55ULYUG,84,1541,6742,15366
5334,28/05/1977,GUDCBI2MBOUDLBSAKP64,3816,8599,1234,38193
5335,17/06/1987,JFF114Q2JADCZKCC4IEX,2524,7478,2985,25743
5336,04/04/1985,E59ILP2KN5L9FFZXP34H,2408,7598,4492,1942
5337,18/08/1999,FIWJYDB1K07MUBBNUZQL,4994,8926,7759,32087
5338,13/12/1978,719EOYNBU5ZLNVXECLSH,1320,1718,2357,38457
5339,20/02/1983,RT16MSTTNQYGUB1Z1072,5653,6229,2585,36251
5340,16/11/1982,JJF62GE3QR5V8100TOCP,5507,9994,3612,47237
5341,09/04/1977,BJJX1NT4DHB0WCQXUIZB,1022,2533,1960,15366
5342,01/05/1993,G8B4E2A33E3JS3QJFB0N,6920,5166,7050,27376
5343,15/05/1991,F598SY36MH7M4PVYE965,3536,9183,9666,33125
5344,25/09/1981,O8V8RX62YXRHN5G0T17G,2563,3325,4826,40260
5345,22/11/1983,W06UJH9BG5VMMG21ZM3S,1943,7188,569,25202
5346,12/03/1990,QZCJGXFT09VHG2C4QRDG,5766,9192,6254,47532
5347,09/06/1979,DE1IQRMC3IASZ8HQ7C8K,9745,8401,1169,5979
5348,08/07/1988,N4MVC8W67LFORVWRB1FX,1870,7036,9415,40699
5349,07/01/1996,5E9TXFU985YOUDQBF8BO,2174,7694,6817,49151
5350,02/08/2000,05F0NLKS75KLCMJGJD4Q,2567,5526,9074,12695
5351,26/01/1978,G7JANSOF7JLZ2BOHS8TB,597,751,811,45587
5352,24/02/2002,RSNHMKC3KLG9KJBSRKOH,5536,3240,2577,34843
5353,18/02/1994,Q0VTHZP6DT4CGWG8N21E,2506,3517,150,30125
5354,27/10/1994,WOC10XH9PEF2O1PFBYHK,7075,7096,1148,36181
5355,10/12/1988,D37TR1GCJZI7UR3QIEYQ,19,112,1067,28796
5356,24/04/1999,ZOO3NW4E3FAB0ZAVCVQE,8741,3616,4606,19064
5357,03/04/1987,V5TD4VIK1F4907P13POY,579,9074,5209,19863
5358,28/07/1998,CAEABHP92BQ0KNHGOQ3A,1882,8150,3110,25626
5359,01/02/1983,3O3B54MV395KWY11K8S1,2723,8567,9222,44168
5360,01/07/1994,OZTB5P4XFY5Y8O4UC1KG,5483,1708,3717,29428
5361,14/10/2003,SDNFGCLKLQ2ARHJMV9M7,8388,7335,4672,13597
5362,28/02/2003,UG2ANI9KEALZKB0KQ4TT,3356,516,3720,4749
5363,20/08/1988,ES2982OVN0ERF6W5GMPH,1626,4417,3615,5722
5364,25/11/1987,5Z1DNHCFGB1UZRR0FYA5,8568,3853,3597,40282
5365,11/03/1977,A1JS0GNNY2UJZUSUGNM9,1473,4867,9765,16997
5366,26/08/1998,KR3GGQN6L90ZMGQ2708Q,3031,1537,7794,2309
5367,26/09/1982,QBNE1ZW6RNN1X88MWFFS,4464,783,5631,14665
5368,12/08/1987,P5KCS78TFTONJAUMSCBG,3321,5855,7118,23503
5369,06/01/2001,EQYWM5CB78WVRB8O6ZA7,5965,1401,4179,4237
5370,17/03/1998,LNIO37WRQJHKXJPKGA1L,842,3966,4577,3498
5371,01/11/1993,V6UWJ8H0TJ6HXV4K5UK7,1633,4208,4374,28301
5372,16/01/1977,FWOYME4HQA7FVGLKC99W,9306,2749,7401,31055
5373,09/02/2003,0B33UZKONM10SPF8E7RO,479,4580,2157,9154
5374,26/06/2002,98OHNDU7D0MYN2QPD7M9,843,6734,1224,31441
5375,09/07/1988,9VPVTNQRNOBKT7XP32KJ,2403,9971,7001,31207
5376,22/12/1991,8OL10K73PB18UVDV72CN,6082,9725,6819,11618
5377,04/09/2000,OL26Q6Z3TYFF3F0TQVY8,4901,3238,2226,30872
5378,29/05/1981,7K0A4D7YO258XYTUQMAL,2671,5482,1538,40962
5379,18/12/1995,P6JU8IHGHRT9X2QM6LL2,5233,2884,9079,34778
5380,13/06/1981,5Y3UQYLXE0DL87O6ER28,2206,7593,2636,40842
5381,01/08/1990,MX7PT9YRCX1H84VMME9T,4653,8989,6419,32821
5382,14/06/1983,RQ59Q57UUO08L5GGQO5K,2156,3511,415,44245
5383,21/02/1986,ZLPNPI9NVYEWKZS5KLOS,9867,7837,1813,38086
5384,21/04/1984,7BNU0FRKF2S640J29D2K,5244,2065,6086,8394
5385,27/01/1994,QUXEPK0ANKUPUOY2HG68,1946,9803,4483,39853
5386,19/03/1998,OCL3235QGZD23C8BD0C7,1914,5468,3836,1966
5387,05/07/1986,XJZJCA1PV2LA8ADQ2OOJ,41,7018,3531,16891
5388,01/11/2002,0A9362BN97DXCFZOFR2A,7591,4113,9394,1883
5389,10/10/2004,LRC3BQYR5OTN7IN82EX7,427,8165,389,7254
5390,11/06/1991,JBDYI6JXML4FHDOBP84I,2110,4787,1013,30749
5391,24/09/1981,U04TPB4H2ZJTNF515CWE,8584,2028,4728,17251
5392,07/06/2001,BEG8KXYZ5HGAJOV5CDTO,7097,482,6689,35118
5393,27/09/1983,YC8Q895Z0CRRKH1QWJS0,5391,1121,6204,7907
5394,01/12/2002,DUU2YYTP50HG8X9G1L6U,8075,1254,8850,17006
5395,22/09/1999,T6ODF9S66UP5QSXZJ10Q,3131,3326,953,28032
5396,02/10/1977,RB9LEUH23REB1YE2QBV8,3461,7252,1925,30480
5397,28/11/1982,HG04AIG1DBPCR6BO8X0J,3704,8342,2081,7386
5398,01/06/1988,DQKAMJH2ZG28IOB6A400,1825,4961,2123,29983
5399,12/03/2002,IBOBMJTC7XEU3WMK2977,7429,5309,8443,26477
5400,20/12/1993,TZ1R7L93TD259GK45QR4,6719,2434,2120,40376
5401,12/07/1991,JI9V7HSN998H6U6UUQNV,7759,5907,5700,22555
5402,12/08/2004,7SDZKNMU1OQNXFPIWXAQ,1499,240,4962,23980
5403,23/05/1983,93908PGYUV7J3J6410CS,7999,48,5554,5058
5404,19/02/2000,B07DCSXRJ21ZQWW0Y48D,514,3971,18,12033
